id,value
id_0,33.490928900276636
id_1,18.475626955140886
id_2,15.857403456975739
id_3,20.369387234893775
id_4,23.844457770620313
id_5,78.05285558686573
id_6,30.409524036696585
id_7,29.972492128543337
id_8,37.38331634938045
id_9,18.17375514571355
id_10,29.703931990369068
id_11,33.878649707636455
id_12,35.94516616207853
id_13,17.251434990866386
id_14,26.40027139684439
id_15,45.183727417369035
id_16,27.0413668315808
id_17,51.882020942065374
id_18,23.982640118582836
id_19,12.538666838490325
id_20,24.8282100353628
id_21,26.568714211345686
id_22,48.40430692435717
id_23,39.24034207530897
id_24,18.826674033192273
id_25,17.58115794988117
id_26,41.51180548171142
id_27,35.16530311007249
id_28,49.80548801766615
id_29,22.524799935662337
id_30,22.42963025423756
id_31,34.4585189090651
id_32,33.17532780293102
id_33,23.60103562336653
id_34,51.791875225840144
id_35,36.341277232915395
id_36,18.857289666562785
id_37,40.29999501929763
id_38,26.883091133466678
id_39,9.9346701047515
id_40,26.995669012770325
id_41,12.168248082575925
id_42,44.04033329923155
id_43,30.964428500868486
id_44,37.305968029154286
id_45,35.82517379743932
id_46,36.14713476764182
id_47,23.54035003627052
id_48,27.01716074924688
id_49,46.56696373080762
id_50,24.62289260293407
id_51,46.84615910754732
id_52,29.520037146925567
id_53,28.499643538728456
id_54,20.132402985553128
id_55,29.2472203877741
id_56,35.705730721083555
id_57,27.007592309752084
id_58,31.52974483596231
id_59,12.551530958520065
id_60,57.0496599738177
id_61,72.63643534749939
id_62,30.8077715190673
id_63,20.511915494179576
id_64,19.756790049890277
id_65,32.691779445586675
id_66,34.5083875268418
id_67,21.633416062504658
id_68,43.21022735381087
id_69,13.943086209234384
id_70,19.546339466887872
id_71,26.29008805099035
id_72,39.511152002021404
id_73,16.00157094274441
id_74,54.60605868715285
id_75,52.32839167207211
id_76,11.265930486396257
id_77,37.58445800595399
id_78,69.39803777309066
id_79,36.03260517366613
id_80,56.96140300055544
id_81,30.78029661213703
id_82,17.231892497681535
id_83,29.021138102374174
id_84,18.636703914691136
id_85,14.97816811352276
id_86,27.538522594402625
id_87,77.95743131592204
id_88,26.05163373302034
id_89,39.4633355029103
id_90,23.17764631457743
id_91,49.423276886886484
id_92,48.65814088916294
id_93,14.250615907726521
id_94,25.03098497710828
id_95,32.055361196997964
id_96,29.48151250909645
id_97,9.090699163824127
id_98,18.891773528089672
id_99,29.44852766926462
id_100,24.15397895189654
id_101,42.8087744320035
id_102,24.553733948128944
id_103,32.35128234007348
id_104,30.134156853244082
id_105,28.755520704806226
id_106,22.63387185900912
id_107,38.422516090753305
id_108,15.750490397886471
id_109,59.71576688319583
id_110,25.97656063004122
id_111,58.39859818738301
id_112,27.81115679228939
id_113,33.01061881630883
id_114,30.78236082808017
id_115,35.90569517806341
id_116,38.4382065308752
id_117,23.696045027923624
id_118,29.874322897578537
id_119,46.49297886674932
id_120,28.821317421417277
id_121,37.157347470521636
id_122,58.43212841804883
id_123,12.87302301925595
id_124,31.79394595140503
id_125,11.216415513823332
id_126,29.190954660181234
id_127,16.768134529313954
id_128,25.91006432934079
id_129,46.17247106639325
id_130,13.762431675445468
id_131,45.31453992334449
id_132,24.783005529297647
id_133,12.44609845442029
id_134,22.362313010474384
id_135,31.546408450533338
id_136,58.50695222868634
id_137,72.53316225426192
id_138,24.78057331051824
id_139,42.48142623142117
id_140,60.51360930781404
id_141,16.77261216447627
id_142,45.474262968768485
id_143,27.216764640652904
id_144,36.79169907019081
id_145,13.41968659474415
id_146,33.00013844525087
id_147,40.32227962481148
id_148,30.708550028824106
id_149,22.19325063895195
id_150,26.3362653225583
id_151,32.72782165773687
id_152,51.69075022663925
id_153,21.112353838832156
id_154,15.502567755346785
id_155,45.34031401321293
id_156,19.83576327844235
id_157,24.013969168804906
id_158,40.677881878083845
id_159,33.37238027148447
id_160,15.482798098950816
id_161,83.65083983781147
id_162,60.236433612669316
id_163,48.864211436635976
id_164,35.884878555911335
id_165,33.39140592104682
id_166,45.6751702555813
id_167,47.33630562911066
id_168,16.15417800791662
id_169,32.81338601343906
id_170,26.528223350612173
id_171,25.03015395699939
id_172,35.47010993158076
id_173,42.52257127872583
id_174,65.98630617103612
id_175,44.625957283039924
id_176,21.943679963440793
id_177,34.122775220592494
id_178,57.743268342178915
id_179,31.766463960962078
id_180,18.535025094526098
id_181,43.931924809923906
id_182,19.932111853817418
id_183,47.80334162473141
id_184,26.14671974745781
id_185,41.46886307524898
id_186,34.269034836688995
id_187,39.47346547401519
id_188,55.93429142593634
id_189,50.050891221403546
id_190,15.43223493686338
id_191,20.708488703807486
id_192,27.305839435766252
id_193,34.84944325616678
id_194,27.30847725296276
id_195,18.801327672278095
